"w_idx","islandName","baseDate","baseTime","fcstDate","fcstTime","POP","PTY","PCP","REH","SNO","SKY","TMP","TMN","TMX","UUU","VVV","WAV","VEC","WSD","insertDttm"
"6734","여수 낭도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","28","","","-2.6","-1.8","0.5","56","3.2","2024-09-26 11:00:01"
"6735","진도 금호도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","27","","","0.6","-0.4","0","304","0.7","2024-09-26 11:00:01"
"6736","목포 외달도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","28","","","0","-0.3","0","18","0.3","2024-09-26 11:00:01"
"6737","여수 송도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","27","","","-2.5","-2.1","0.5","51","3.3","2024-09-26 11:00:01"
"6738","신안 옥도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","27","","","0.3","-0.2","0.5","304","0.4","2024-09-26 11:00:01"
"6739","신안 기점소악도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","27","","","1.3","0.9","0.5","235","1.6","2024-09-26 11:00:01"
"6740","보성 장도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","28","","","-0.9","0.4","0","112","1.1","2024-09-26 11:00:01"
"6741","신안 선도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","27","","","1.6","0.8","0.5","243","1.8","2024-09-26 11:00:01"
"6742","무안 탄도","20240926","1100","20240926","1200","20","0","강수없음","65","적설없음","3","28","","","1.7","-0.2","0","277","1.7","2024-09-26 11:00:01"
"6743","신안 고이도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","27","","","1.7","-0.1","0.5","273","1.7","2024-09-26 11:00:01"
"6744","여수 연도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","27","","","-2.7","-3","0.5","43","4.1","2024-09-26 11:00:01"
"6745","완도 생일도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","26","","","-3.2","-1.2","0.5","70","3.5","2024-09-26 11:00:01"
"6746","완도 소안도","20240926","1100","20240926","1200","0","0","강수없음","70","적설없음","1","27","","","-3.7","-0.7","0.5","80","3.9","2024-09-26 11:00:01"
"6747","진도 관매도","20240926","1100","20240926","1200","0","0","강수없음","75","적설없음","1","26","","","-1.5","-0.4","0.5","76","1.6","2024-09-26 11:00:01"
"6748","진도 대마도","20240926","1100","20240926","1200","0","0","강수없음","75","적설없음","1","26","","","-1.5","-0.4","0.5","76","1.6","2024-09-26 11:00:01"
"6749","여수 대횡간도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","27","","","-2.7","-3","0.5","43","4.1","2024-09-26 11:00:01"
"6750","완도 금당도","20240926","1100","20240926","1200","0","0","강수없음","65","적설없음","1","27","","","-2.9","-0.7","0.5","77","3.1","2024-09-26 11:00:01"
"6751","완도 여서도","20240926","1100","20240926","1200","0","0","강수없음","70","적설없음","1","26","","","-3.7","-1.7","0.5","66","4.2","2024-09-26 11:00:01"
"6752","영광 안마도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","26","","","1.2","1.7","0.5","215","2.1","2024-09-26 11:00:01"
"6753","신안 우이도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","27","","","-0.2","0.6","0.5","153","0.7","2024-09-26 11:00:01"
"6754","여수 손죽도","20240926","1100","20240926","1200","20","0","강수없음","70","적설없음","3","27","","","-3.4","-2.6","0.5","53","4.4","2024-09-26 11:00:01"
"6755","신안 반월박지도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","27","","","2.8","-2.2","0.5","308","3.6","2024-09-26 14:00:01"
"6756","고흥 연홍도","20240926","1400","20240926","1500","0","0","강수없음","60","적설없음","1","28","","","-2.7","1.3","0.5","115","3.1","2024-09-26 14:00:01"
"6757","강진 가우도","20240926","1400","20240926","1500","20","0","강수없음","65","적설없음","3","29","","","-0.3","0.4","0","135","0.6","2024-09-26 14:00:01"
"6758","여수 낭도","20240926","1400","20240926","1500","0","0","강수없음","65","적설없음","1","28","","","-2.5","0.6","0.5","103","2.7","2024-09-26 14:00:01"
"6759","진도 금호도","20240926","1400","20240926","1500","20","0","강수없음","70","적설없음","3","27","","","2.8","-1.2","0","293","3","2024-09-26 14:00:01"
"6760","목포 외달도","20240926","1400","20240926","1500","20","0","강수없음","65","적설없음","3","28","","","1.4","-1.1","0","308","1.8","2024-09-26 14:00:01"
"6761","여수 송도","20240926","1400","20240926","1500","0","0","강수없음","65","적설없음","1","28","","","-2.5","0.4","0.5","99","2.6","2024-09-26 14:00:01"
"6762","신안 옥도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","27","","","2.3","-2","0.5","311","3","2024-09-26 14:00:01"
"6763","신안 기점소악도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","27","","","3.2","-1.8","0.5","299","3.7","2024-09-26 14:00:01"
"6764","보성 장도","20240926","1400","20240926","1500","20","0","강수없음","60","적설없음","3","29","","","-0.4","0.8","0","148","0.9","2024-09-26 14:00:01"
"6765","신안 선도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","27","","","3.5","-1.9","0.5","298","4","2024-09-26 14:00:01"
"6766","무안 탄도","20240926","1400","20240926","1500","20","0","강수없음","65","적설없음","3","27","","","3.2","-2.2","0","305","3.9","2024-09-26 14:00:01"
"6767","신안 고이도","20240926","1400","20240926","1500","20","0","강수없음","65","적설없음","3","27","","","3.3","-2.1","0.5","302","3.9","2024-09-26 14:00:01"
"6768","여수 연도","20240926","1400","20240926","1500","0","0","강수없음","60","적설없음","1","27","","","-2.8","-1.1","0.5","69","3.1","2024-09-26 14:00:01"
"6769","완도 생일도","20240926","1400","20240926","1500","0","0","강수없음","65","적설없음","1","26","","","-3.2","0.7","0.5","102","3.4","2024-09-26 14:00:01"
"6770","완도 소안도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","27","","","-3.3","1.2","0.5","109","3.6","2024-09-26 14:00:01"
"6771","진도 관매도","20240926","1400","20240926","1500","0","0","강수없음","75","적설없음","1","26","","","0.8","-0.7","0.5","311","1.1","2024-09-26 14:00:01"
"6772","진도 대마도","20240926","1400","20240926","1500","0","0","강수없음","75","적설없음","1","26","","","0.8","-0.7","0.5","311","1.1","2024-09-26 14:00:01"
"6773","여수 대횡간도","20240926","1400","20240926","1500","0","0","강수없음","60","적설없음","1","27","","","-2.8","-1.1","0.5","69","3.1","2024-09-26 14:00:01"
"6774","완도 금당도","20240926","1400","20240926","1500","0","0","강수없음","65","적설없음","1","28","","","-2.9","1.2","0.5","112","3.2","2024-09-26 14:00:01"
"6775","완도 여서도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","27","","","-3.6","-0.1","0.5","88","3.7","2024-09-26 14:00:01"
"6776","영광 안마도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","26","","","2.8","-0.7","0.5","284","2.9","2024-09-26 14:00:01"
"6777","신안 우이도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","26","","","1.7","-1.3","0.5","307","2.1","2024-09-26 14:00:01"
"6778","여수 손죽도","20240926","1400","20240926","1500","0","0","강수없음","70","적설없음","1","28","","","-3.4","-2.2","0.5","58","4.1","2024-09-26 14:00:01"
"6779","신안 반월박지도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","4.5","-1.4","0.5","287","4.7","2024-09-26 17:00:01"
"6780","고흥 연홍도","20240926","1700","20240926","1800","20","0","강수없음","75","적설없음","3","26","","","-0.5","1.1","0.5","152","1.2","2024-09-26 17:00:01"
"6781","강진 가우도","20240926","1700","20240926","1800","30","0","강수없음","75","적설없음","4","26","","","1","0.2","0","260","1","2024-09-26 17:00:01"
"6782","여수 낭도","20240926","1700","20240926","1800","0","0","강수없음","70","적설없음","1","26","","","-0.3","0.5","0.5","146","0.6","2024-09-26 17:00:01"
"6783","진도 금호도","20240926","1700","20240926","1800","20","0","강수없음","85","적설없음","3","25","","","3.3","-1.5","0","294","3.6","2024-09-26 17:00:01"
"6784","목포 외달도","20240926","1700","20240926","1800","20","0","강수없음","80","적설없음","3","25","","","1.5","-0.7","0","294","1.7","2024-09-26 17:00:01"
"6785","여수 송도","20240926","1700","20240926","1800","0","0","강수없음","70","적설없음","1","26","","","-0.2","0.5","0.5","143","0.6","2024-09-26 17:00:01"
"6786","신안 옥도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","4","-1.6","0.5","291","4.3","2024-09-26 17:00:01"
"6787","신안 기점소악도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","3.9","-1.1","0.5","286","4.1","2024-09-26 17:00:01"
"6788","보성 장도","20240926","1700","20240926","1800","20","0","강수없음","80","적설없음","3","26","","","0","0.8","0","180","0.8","2024-09-26 17:00:01"
"6789","신안 선도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","4","-1.2","0.5","287","4.2","2024-09-26 17:00:01"
"6790","무안 탄도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","3","-1.4","0","294","3.3","2024-09-26 17:00:01"
"6791","신안 고이도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","3.4","-1.5","0.5","293","3.8","2024-09-26 17:00:01"
"6792","여수 연도","20240926","1700","20240926","1800","0","0","강수없음","70","적설없음","1","25","","","-0.7","-1","0.5","38","1.3","2024-09-26 17:00:01"
"6793","완도 생일도","20240926","1700","20240926","1800","20","0","강수없음","75","적설없음","3","24","","","-0.7","0.8","0.5","135","1.1","2024-09-26 17:00:01"
"6794","완도 소안도","20240926","1700","20240926","1800","20","0","강수없음","80","적설없음","3","25","","","-0.4","0.6","0.5","140","0.8","2024-09-26 17:00:01"
"6795","진도 관매도","20240926","1700","20240926","1800","20","0","강수없음","80","적설없음","3","25","","","3.6","-2.6","0.5","306","4.4","2024-09-26 17:00:01"
"6796","진도 대마도","20240926","1700","20240926","1800","20","0","강수없음","80","적설없음","3","25","","","3.6","-2.6","0.5","306","4.4","2024-09-26 17:00:01"
"6797","여수 대횡간도","20240926","1700","20240926","1800","0","0","강수없음","70","적설없음","1","25","","","-0.7","-1","0.5","38","1.3","2024-09-26 17:00:01"
"6798","완도 금당도","20240926","1700","20240926","1800","20","0","강수없음","75","적설없음","3","26","","","-0.5","1.1","0.5","152","1.2","2024-09-26 17:00:01"
"6799","완도 여서도","20240926","1700","20240926","1800","20","0","강수없음","80","적설없음","3","24","","","-0.7","0.2","0.5","103","0.8","2024-09-26 17:00:01"
"6800","영광 안마도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","3.4","-1.1","0.5","288","3.6","2024-09-26 17:00:01"
"6801","신안 우이도","20240926","1700","20240926","1800","0","0","강수없음","80","적설없음","1","25","","","3.8","-0.9","0.5","283","3.9","2024-09-26 17:00:01"
"6802","여수 손죽도","20240926","1700","20240926","1800","0","0","강수없음","70","적설없음","1","26","","","-1.6","-1.8","0.5","42","2.5","2024-09-26 17:00:01"
"6803","신안 반월박지도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","23","","","1.5","-4.6","0.5","342","4.8","2024-09-26 20:00:02"
"6804","고흥 연홍도","20240926","2000","20240926","2100","20","0","강수없음","80","적설없음","3","25","","","1.1","-0.7","0.5","304","1.3","2024-09-26 20:00:02"
"6805","강진 가우도","20240926","2000","20240926","2100","20","0","강수없음","90","적설없음","3","23","","","0.7","-1.1","0","328","1.3","2024-09-26 20:00:02"
"6806","여수 낭도","20240926","2000","20240926","2100","20","0","강수없음","80","적설없음","3","25","","","0.9","-0.3","0.5","289","1","2024-09-26 20:00:02"
"6807","진도 금호도","20240926","2000","20240926","2100","0","0","강수없음","95","적설없음","1","22","","","0.9","-2.5","0","339","2.6","2024-09-26 20:00:02"
"6808","목포 외달도","20240926","2000","20240926","2100","0","0","강수없음","95","적설없음","1","22","","","0.4","-1.1","0","338","1.1","2024-09-26 20:00:02"
"6809","여수 송도","20240926","2000","20240926","2100","20","0","강수없음","80","적설없음","3","25","","","0.8","-0.4","0.5","294","0.9","2024-09-26 20:00:02"
"6810","신안 옥도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","23","","","1.5","-4.3","0.5","340","4.5","2024-09-26 20:00:02"
"6811","신안 기점소악도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","23","","","0.9","-4.7","0.5","349","4.8","2024-09-26 20:00:02"
"6812","보성 장도","20240926","2000","20240926","2100","30","0","강수없음","90","적설없음","4","23","","","0.7","-0.8","0","318","1.1","2024-09-26 20:00:02"
"6813","신안 선도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","23","","","0.8","-4.5","0.5","350","4.6","2024-09-26 20:00:02"
"6814","무안 탄도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","23","","","0.3","-2.2","0","353","2.2","2024-09-26 20:00:02"
"6815","신안 고이도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","23","","","0.7","-2.6","0.5","346","2.7","2024-09-26 20:00:02"
"6816","여수 연도","20240926","2000","20240926","2100","0","0","강수없음","80","적설없음","1","24","","","0.4","-0.7","0.5","333","0.8","2024-09-26 20:00:02"
"6817","완도 생일도","20240926","2000","20240926","2100","20","0","강수없음","85","적설없음","3","23","","","1.2","-1","0.5","311","1.5","2024-09-26 20:00:02"
"6818","완도 소안도","20240926","2000","20240926","2100","20","0","강수없음","90","적설없음","3","23","","","1.4","-3.2","0.5","337","3.5","2024-09-26 20:00:02"
"6819","진도 관매도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","24","","","0.9","-4.4","0.5","348","4.5","2024-09-26 20:00:02"
"6820","진도 대마도","20240926","2000","20240926","2100","0","0","강수없음","90","적설없음","1","24","","","0.9","-4.4","0.5","348","4.5","2024-09-26 20:00:02"
"6821","여수 대횡간도","20240926","2000","20240926","2100","0","0","강수없음","80","적설없음","1","24","","","0.4","-0.7","0.5","333","0.8","2024-09-26 20:00:02"
